1.0.1	pṛthvī [17: jsjsylg]
10.2.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.3	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.4	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.5	anuṣṭubh (1,2: ra-vipulā, 3,4: ma-vipulā)
10.2.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.8	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
10.2.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.14	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.2.15	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.19	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.2.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.21	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.2.22	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.24	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.28	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
10.2.29	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.2.30	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.31	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
10.2.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.36	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.2.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.41	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.44	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.45	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
10.2.46	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.50	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.51	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.2.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.53	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.54	na kiṃcid adhyavasitam
10.2.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.61	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.2.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.64	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.2.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.72	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.74	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.2.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.82	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.87	anuṣṭubh (1,2: pathyā, 3,4: ra-vipulā)
10.2.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.95	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.2.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.103	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.105	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.110	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.111	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.2.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.114	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.118	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.119	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.2.120	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.2.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.124	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.125	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
10.2.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.127	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.2.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.131	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.2.132	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
10.2.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.2.134	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.2.135	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.2.136	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.2.137	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.2.138	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.2.139	upajāti : upendravajrā [11: jtjgg], indravajrā [11: ttjgg]
10.2.140	vaṃśastha [12: jtjr]
10.2.141	āryā (12, 18, 12, 15)
10.3.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.2	anuṣṭubh (1,2: asamīcīna, 3,4: pathyā)
10.3.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.4	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
10.3.5	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.7	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.8	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.10	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.17	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.19	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.21	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.22	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.24	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.25	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.27	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.31	śārdūlavikrīḍitā [19: msjsttg]
10.3.32	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.34	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.39	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.40	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.41	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.42	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.43	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.45	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.47	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.49	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.51	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.52	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.55	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.56	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.58	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.62	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.67	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.69	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.72	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.76	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.77	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.78	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.89	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.93	anuṣṭubh (1,2: ra-vipulā, 3,4: na-vipulā)
10.3.94	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.95	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.99	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.105	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.106	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.109	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.110	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.118	anuṣṭubh (1,2: bha-vipulā, 3,4: ra-vipulā)
10.3.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.120	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.122	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.124	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.126	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.134	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.135	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.137	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.139	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.140	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.141	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.142	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.144	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.145	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.146	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.147	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.149	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.150	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.151	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.153	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.3.154	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.3.155	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.3.156	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.157	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.158	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.159	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.160	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.161	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.3.162	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.163	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.164	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.3.165	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.3.166	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.3.167	puṣpitāgrā = [12: nnry] 1,3 + [12: njjrg] 2,4
10.3.168	indravajrā [11: ttjgg]
10.3.169	indravajrā [11: ttjgg]
10.3.170	upajāti : upendravajrā [11: jtjgg], indravajrā [11: ttjgg]
10.3.171	viyoginī = [10: ssjg] 1,3 + [11: sBrlg] 2,4
10.3.172	vasantatilakā [14: tBjjgg]
10.3.173	gīti (12, 18, 12, 18)
10.3.174	indravajrā [11: ttjgg]
10.3.175	indravajrā [11: ttjgg]
10.3.176	vaṃśastha [12: jtjr]
10.3.177	vaṃśastha [12: jtjr]
10.3.178	vaṃśastha [12: jtjr]
10.3.179	gīti (12, 18, 12, 18)
10.4.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.4	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.7	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.4.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.10	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.4.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.13	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.4.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.15	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
10.4.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.17	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.4.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.24	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
10.4.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.27	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.35	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.37	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.4.38	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.42	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.4.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.55	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.4.56	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
10.4.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.58	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
10.4.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.63	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
10.4.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.68	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
10.4.70	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.71	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
10.4.72	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.73	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
10.4.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
